X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,,X,Y,Z
-0.4292592540895,0.14,-0.450261739710255,,-0.409486699524731,0.14,-0.473473014790459,,-0.469883360958401,0.14,-0.414753382066525,,-0.411385608215156,0.14,-0.454664813483699,,-0.378054186794316,0.14,-0.459522977822386,,-0.383571721520151,0.14,-0.467477779331905,,,-0.410436153869943,0.14,-0.454664813483699
-0.424262588373326,0.14,-0.454850858849303,,-0.404342996262936,0.14,-0.477072154940962,,-0.463543667174712,0.14,-0.420911750700514,,-0.406397853122529,0.14,-0.458855513555591,,-0.374588341163838,0.14,-0.462886235102032,,-0.377326373760721,0.14,-0.471985912101769,,,-0.405370424692733,0.14,-0.458855513555591
-0.419268190781325,0.14,-0.45933676197114,,-0.3991701308892,0.14,-0.480611703715562,,-0.457112129218776,0.14,-0.426981588338466,,-0.401345993157816,0.14,-0.463009014574004,,-0.371126915038523,0.14,-0.466195962813101,,-0.371194457102404,0.14,-0.476279062436107,,,-0.400258062023508,0.14,-0.463009014574004
-0.414689236482465,0.14,-0.463390149716529,,-0.393843888172211,0.14,-0.484178692817688,,-0.451046302298425,0.14,-0.432465447514199,,-0.396673787257554,0.14,-0.466792737925679,,-0.367927520159381,0.14,-0.469173316404875,,-0.36567413058366,0.14,-0.48001529014918,,,-0.395258837714883,0.14,-0.466792737925679
-0.410733309558404,0.14,-0.466872087844915,,-0.388227801879361,0.14,-0.48787401959556,,-0.445600468627232,0.14,-0.437153012829187,,-0.392607178678289,0.14,-0.47007118311432,,-0.365081165300108,0.14,-0.471712791680274,,-0.360679373266037,0.14,-0.483293746210878,,,-0.390417490278825,0.14,-0.47007118311432
-0.407334777364993,0.14,-0.469928399533798,,-0.38297240929118,0.14,-0.491180317450479,,-0.440575155856721,0.14,-0.441279930186003,,-0.38895302300409,0.14,-0.472997211170451,,-0.362499038924884,0.14,-0.473942221620807,,-0.355669527128289,0.14,-0.486535126264123,,,-0.385962716147635,0.14,-0.472997211170451
-0.404204979032035,0.14,-0.472676988122196,,-0.378001206048098,0.14,-0.4941677392514,,-0.435763636524669,0.14,-0.445023380750913,,-0.385538996529146,0.14,-0.475674370565903,,-0.360167451647662,0.14,-0.475942448410221,,-0.351103843902305,0.14,-0.489435046605581,,,-0.381770101288622,0.14,-0.475674370565903
-0.401382175809985,0.14,-0.475142677021282,,-0.37338274296105,0.14,-0.496834143497228,,-0.431163669496876,0.14,-0.448400277022433,,-0.3823588288733,0.14,-0.478115184632807,,-0.358100312421888,0.14,-0.477724743798124,,-0.347037333304469,0.14,-0.492001617004961,,,-0.377870785917175,0.14,-0.477724743798124
-0.398809202441407,0.14,-0.477316580046067,,-0.369114871546204,0.14,-0.499161525496539,,-0.426804884994268,0.14,-0.451397537549917,,-0.379439735471129,0.14,-0.480307822781084,,-0.356285670184857,0.14,-0.479288707895437,,-0.343478162433906,0.14,-0.494218750036273,,,-0.374277303508667,0.14,-0.479288707895437
-0.397949353165614,0.14,-0.477989467122815,,-0.366990904626884,0.14,-0.50014507487337,,-0.422606095004376,0.14,-0.454054375226968,,-0.37665538854132,0.14,-0.482312319800252,,-0.354678658238095,0.14,-0.480688467167816,,-0.340274091772825,0.14,-0.496146225351674,,,-0.371823146584102,0.14,-0.480688467167816
-0.396269295564391,0.14,-0.479255371478368,,-0.365155083040483,0.14,-0.501153960945181,,-0.419486935004397,0.14,-0.45544508554792,,-0.373970464451086,0.14,-0.484122241872504,,-0.353302536282932,0.14,-0.48192809253973,,-0.337370304375511,0.14,-0.497795694135548,,,-0.369562773745785,0.14,-0.48192809253973
-0.394038349604929,0.14,-0.480971339834506,,-0.362316640282579,0.14,-0.502834084880577,,-0.416375660767363,0.14,-0.456674466291092,,-0.371433114827859,0.14,-0.485742373829549,,-0.352136722085226,0.14,-0.483008106308399,,-0.334866100915341,0.14,-0.499143918184456,,,-0.366874877555219,0.14,-0.483008106308399
-0.392114926892356,0.14,-0.482475091481407,,-0.360509900530757,0.14,-0.504198739003426,,-0.412463384367524,0.14,-0.458694209008661,,-0.369038603116626,0.14,-0.487248515244209,,-0.351074923079417,0.14,-0.48397142177979,,-0.332844226490064,0.14,-0.500190852429406,,,-0.364774251823691,0.14,-0.48397142177979
-0.390408426319195,0.14,-0.483823146581169,,-0.359106485686349,0.14,-0.505292904644787,,-0.409782075139794,0.14,-0.460374663739729,,-0.366813641342564,0.14,-0.48864941766534,,-0.350105461427264,0.14,-0.484823927317722,,-0.331355353705392,0.14,-0.500905071045318,,,-0.362960063514457,0.14,-0.484823927317722
-0.388845957654148,0.14,-0.485072036620646,,-0.358086550602088,0.14,-0.506144689831404,,-0.407248343203718,0.14,-0.461748448705868,,-0.363063334289134,0.14,-0.491119135274355,,-0.34830273871459,0.14,-0.485496094169522,,-0.330380039501165,0.14,-0.501310187172506,,,-0.360574942445611,0.14,-0.485496094169522
-0.387477639519894,0.14,-0.486185344256962,,-0.357431231635249,0.14,-0.506701436046912,,-0.404303674296574,0.14,-0.462946081282337,,-0.361103474799609,0.14,-0.492300104034699,,-0.346454207478314,0.14,-0.486069258653996,,-0.329889539612044,0.14,-0.501489947808314,,,-0.359267353217429,0.14,-0.486185344256962
-0.386427677664675,0.14,-0.487064120716044,,-0.35702210131763,0.14,-0.506987009650522,,-0.402188996832992,0.14,-0.463869921924659,,-0.359268589951712,0.14,-0.493409376908954,,-0.344645367744516,0.14,-0.486559061975108,,-0.329732787016618,0.14,-0.501500379693082,,,-0.358145345634671,0.14,-0.487064120716044
-0.38575514695485,0.14,-0.487645641274109,,-0.356818354323694,0.14,-0.507058446914478,,-0.401147569542581,0.14,-0.464522821751132,,-0.357582255697509,0.14,-0.494419786359222,,-0.342925358559662,0.14,-0.48695978034178,,-0.330030204989857,0.14,-0.50130218105061,,,-0.357200305010601,0.14,-0.487645641274109
-0.385399246808157,0.14,-0.48798399740784,,-0.356932748870431,0.14,-0.506945605652714,,-0.400784073565218,0.14,-0.464990895951548,,-0.35595707323285,0.14,-0.495318287202766,,-0.341476734079378,0.14,-0.48728534192137,,-0.331124848247873,0.14,-0.500853382280545,,,-0.356444911051641,0.14,-0.48798399740784
-0.385271476048627,0.14,-0.488153717424524,,-0.357329217266193,0.14,-0.506727479872392,,-0.400962459943744,0.14,-0.465242246729662,,-0.354280252902347,0.14,-0.496117299238663,,-0.340336867702676,0.14,-0.487535401159763,,-0.333026173765868,0.14,-0.500142372444157,,,-0.35580473508427,0.14,-0.488153717424524
-0.385277816600532,0.14,-0.488192676324801,,-0.357895655566346,0.14,-0.506476677918819,,-0.401514285318436,0.14,-0.465319761693536,,-0.352617791415142,0.14,-0.49682220129272,,-0.33947108326666,0.14,-0.487713007393245,,-0.335613230478035,0.14,-0.499224746499181,,,-0.355256723490744,0.14,-0.488192676324801
-0.385464385141961,0.14,-0.488079744774629,,-0.359570886619312,0.14,-0.505965033691925,,-0.40229419081427,0.14,-0.465318336015111,,-0.351557295989183,0.14,-0.497451938180466,,-0.338958158740969,0.14,-0.487835791601828,,-0.33896247191178,0.14,-0.498199971671744,,,-0.355564091304247,0.14,-0.488079744774629
-0.385867201318769,0.14,-0.487830325559784,,-0.359201693169684,0.14,-0.505700818367242,,-0.40288756291814,0.14,-0.465300179345012,,-0.350552011765606,0.14,-0.497993290869341,,-0.338919191292001,0.14,-0.487923955548707,,-0.343384940242154,0.14,-0.497071165182782,,,-0.354876852467645,0.14,-0.487923955548707
-0.386022535301283,0.14,-0.487750824094608,,-0.35715644650317,0.14,-0.505147615398733,,-0.402997262895336,0.14,-0.465246761114799,,-0.349681747070457,0.14,-0.498467212259564,,-0.339242584565241,0.14,-0.487953470803091,,-0.346669754517064,0.14,-0.496224497847031,,,-0.353419096786813,0.14,-0.487953470803091
-0.386306311794776,0.14,-0.487455501572944,,-0.356002225101234,0.14,-0.504590607766943,,-0.40268507546062,0.14,-0.46515361696359,,-0.3492044474482,0.14,-0.498848739389162,,-0.339656445697914,0.14,-0.487874264391803,,-0.350662780289969,0.14,-0.495329650712288,,,-0.353332502695602,0.14,-0.487874264391803
-0.386882688495807,0.14,-0.486997535724827,,-0.360237726986215,0.14,-0.504263100943654,,-0.401950332711349,0.14,-0.465067548493299,,-0.349143842785801,0.14,-0.499123845089301,,-0.3400366691595,0.14,-0.487671395553028,,-0.354545461111157,0.14,-0.494486058073112,,,-0.357391594048686,0.14,-0.487671395553028
-0.38758312793131,0.14,-0.486557305775449,,-0.364618561034405,0.14,-0.503706214941141,,-0.400526072638496,0.14,-0.465018449682894,,-0.349532789452962,0.14,-0.499290664901706,,-0.3405016931834,0.14,-0.487357791059982,,-0.357858958924457,0.14,-0.493811879079188,,,-0.361238759979431,0.14,-0.487357791059982
-0.388480202677721,0.14,-0.48610825888781,,-0.369035286565069,0.14,-0.502861835212782,,-0.397940489741479,0.14,-0.464990847000749,,-0.350625586885902,0.14,-0.499305404844276,,-0.341127751794633,0.14,-0.486924938202958,,-0.360389492816591,0.14,-0.493425282282766,,,-0.36471238969083,0.14,-0.486924938202958
-0.389488459475871,0.14,-0.48568489441198,,-0.373426148052843,0.14,-0.501764731303541,,-0.393973390112831,0.14,-0.464893004237199,,-0.353398466519227,0.14,-0.499223061141883,,-0.342534306560718,0.14,-0.485930673958735,,-0.362267333442484,0.14,-0.493298428735193,,,-0.367846740747664,0.14,-0.485930673958735
-0.390397777395972,0.14,-0.485469644286889,,-0.377314014870568,0.14,-0.500524509065373,,-0.388552728479638,0.14,-0.464744254207192,,-0.35718510377409,0.14,-0.499008558434882,,-0.343531179834727,0.14,-0.485187169790779,,-0.363475983247634,0.14,-0.493283827110255,,,-0.370394999059101,0.14,-0.485469644286889
-0.391245514956039,0.14,-0.4854611703512,,-0.380354553415397,0.14,-0.499191115231474,,-0.381294940454639,0.14,-0.464642004431479,,-0.36137839797445,0.14,-0.498625574123421,,-0.344658900926138,0.14,-0.484363665971178,,-0.363603150978138,0.14,-0.493257209303576,,,-0.371978852196768,0.14,-0.4854611703512
-0.390872031134046,0.14,-0.485521011909294,,-0.381739578326431,0.14,-0.498013004320924,,-0.378574424047111,0.14,-0.464185100920645,,-0.364989681184864,0.14,-0.497904073166707,,-0.346911983652342,0.14,-0.483525259417884,,-0.362551852918579,0.14,-0.492957241818452,,,-0.371782052615987,0.14,-0.485521011909294
-0.389659118752962,0.14,-0.485618816478773,,-0.384657132876158,0.14,-0.496862158527202,,-0.379357525341285,0.14,-0.464465830638482,,-0.369394479412918,0.14,-0.497162717302377,,-0.349305530109753,0.14,-0.482594623912878,,-0.361391243271487,0.14,-0.491790875748149,,,-0.374376002377102,0.14,-0.485618816478773
-0.386820897163573,0.14,-0.485938458020498,,-0.385847074999158,0.14,-0.495203725031683,,-0.382076847777548,0.14,-0.46447110006878,,-0.369307062147333,0.14,-0.495792059690256,,-0.351644397831277,0.14,-0.481571977761658,,-0.36085429574368,0.14,-0.489577630065619,,,-0.375691954962441,0.14,-0.485938458020498
-0.383140307933712,0.14,-0.486347805467905,,-0.386692220962662,0.14,-0.492799229764757,,-0.385580280277874,0.14,-0.464260829224268,,-0.374261325811779,0.14,-0.494357348032044,,-0.354083856623469,0.14,-0.480466807589008,,-0.360453832456382,0.14,-0.486728072763806,,,-0.378700816872746,0.14,-0.486347805467905
-0.380783299183275,0.14,-0.486753373470087,,-0.392098325974212,0.14,-0.485473561902106,,-0.389665964162096,0.14,-0.463714115262036,,-0.379416442909652,0.14,-0.492658396902098,,-0.35689792093141,0.14,-0.479315315038218,,-0.361658437023788,0.14,-0.481971075199924,,,-0.380099871046463,0.14,-0.481971075199924
-0.381575860087372,0.14,-0.487053630230201,,-0.397123539485471,0.14,-0.476782332212277,,-0.394775392391708,0.14,-0.462558506731949,,-0.38480065700588,0.14,-0.490679914259097,,-0.360210884139279,0.14,-0.478101926104299,,-0.364160965227664,0.14,-0.47551906879761,,,-0.383188258546626,0.14,-0.476782332212277
-0.382896527806308,0.14,-0.487089459417175,,-0.401409938596209,0.14,-0.466915732968566,,-0.400790162554988,0.14,-0.460596125031504,,-0.386769093662085,0.14,-0.488412680626401,,-0.363745703368392,0.14,-0.476867669932626,,-0.368153564561443,0.14,-0.467123851871103,,,-0.384832810734197,0.14,-0.467123851871103
-0.385146934653082,0.14,-0.486570249605589,,-0.404763770472961,0.14,-0.45603354348115,,-0.407219779029805,0.14,-0.457614862382085,,-0.386133673622703,0.14,-0.48585617452346,,-0.367920781990795,0.14,-0.475364026997722,,-0.373156740969717,0.14,-0.456992014128793,,,-0.385640304137893,0.14,-0.457614862382085
-0.388671003590438,0.14,-0.485123820935629,,-0.406891417081001,0.14,-0.444413495912319,,-0.414164197262893,0.14,-0.453254552140654,,-0.383797748687666,0.14,-0.483123558090228,,-0.370560118399451,0.14,-0.47460568354118,,-0.378381058371478,0.14,-0.445640812662515,,,-0.386234376139052,0.14,-0.453254552140654
-0.393708022809528,0.14,-0.48242288792508,,-0.407695994393608,0.14,-0.432151528514429,,-0.422106415748875,0.14,-0.447165697324087,,-0.379989478791584,0.14,-0.48041693245007,,-0.372871292978348,0.14,-0.474086759391363,,-0.383302883349337,0.14,-0.433353014435098,,,-0.388505453079433,0.14,-0.447165697324087
-0.400230510636294,0.14,-0.478377404875072,,-0.407277800672308,0.14,-0.419269308868852,,-0.431243272370792,0.14,-0.43904281166605,,-0.376902714646582,0.14,-0.475996995072441,,-0.374972257741379,0.14,-0.473738055688154,,-0.387858358329689,0.14,-0.420151665395415,,,-0.394044434482992,0.14,-0.43904281166605
-0.40813812972986,0.14,-0.472963131423661,,-0.405823229676408,0.14,-0.40593703890198,,-0.441248582113866,0.14,-0.428983146534304,,-0.378944749544041,0.14,-0.466122885610745,,-0.376752545634327,0.14,-0.473566667320753,,-0.392050652584313,0.14,-0.406165039891841,,,-0.398936941130361,0.14,-0.428983146534304
-0.417320349701107,0.14,-0.466130406559244,,-0.40351108353582,0.14,-0.392120090264161,,-0.441070656232339,0.14,-0.418763455510511,,-0.380699888921672,0.14,-0.45509977418233,,-0.377929858935842,0.14,-0.473730491855688,,-0.395785668868789,0.14,-0.391433500078928,,,-0.399648376202305,0.14,-0.418763455510511
-0.425113846072599,0.14,-0.460136467330705,,-0.400303794319094,0.14,-0.377984433986719,,-0.44029295018172,0.14,-0.407601428688192,,-0.382084022953009,0.14,-0.442850237678692,,-0.378672195947375,0.14,-0.474126179300475,,-0.399008391344711,0.14,-0.375981137595483,,,-0.399656092831902,0.14,-0.407601428688192
-0.428146916858456,0.14,-0.458413301605476,,-0.396107135740448,0.14,-0.364035186577044,,-0.43923150421759,0.14,-0.395270349025147,,-0.382834797259623,0.14,-0.429516344247226,,-0.379068376093801,0.14,-0.47464685902738,,-0.401840427464668,0.14,-0.359908029073337,,,-0.398973781602558,0.14,-0.395270349025147
-0.4292984232678,0.14,-0.457813541346176,,-0.393804604359726,0.14,-0.352811893153872,,-0.437795763226862,0.14,-0.381850159472685,,-0.382863561267948,0.14,-0.415391541260956,,-0.378802170820552,0.14,-0.475378807266064,,-0.404447004177725,0.14,-0.343036290144627,,,-0.399125804268725,0.14,-0.381850159472685
-0.432191579443843,0.14,-0.456494240017848,,-0.391706278935567,0.14,-0.349848879595466,,-0.435591896694499,0.14,-0.367546956112122,,-0.382349907624468,0.14,-0.40038596163139,,-0.377842833559062,0.14,-0.476127320805911,,-0.406419354546672,0.14,-0.325717140839679,,,-0.399062816741119,0.14,-0.367546956112122
-0.435151300727298,0.14,-0.455109367655294,,-0.385451362241954,0.14,-0.336498742464271,,-0.432467112829582,0.14,-0.352620144086818,,-0.380741774110442,0.14,-0.384826146196065,,-0.373163490923735,0.14,-0.476339602967569,,-0.407125528656066,0.14,-0.308885118335465,,,-0.39628844544901,0.14,-0.352620144086818
-0.43796817650753,0.14,-0.453688930898971,,-0.379037427850791,0.14,-0.32337142396914,,-0.428158621540652,0.14,-0.337556940481291,,-0.377106027167314,0.14,-0.369629745463741,,-0.368646310567248,0.14,-0.475601514141482,,-0.40630217282422,0.14,-0.29290644348949,,,-0.392669800337506,0.14,-0.337556940481291
-0.440698685650937,0.14,-0.452204397842801,,-0.372679910256106,0.14,-0.310315342129112,,-0.422193886496614,0.14,-0.322676494981958,,-0.370963881562112,0.14,-0.355190604476577,,-0.364889870109053,0.14,-0.473464612898863,,-0.40459101986373,0.14,-0.277338802623099,,,-0.388635465059918,0.14,-0.322676494981958
-0.443202756465455,0.14,-0.450780025666216,,-0.366205943344754,0.14,-0.297491764324274,,-0.414993909047956,0.14,-0.307775796061489,,-0.363068846164477,0.14,-0.3411348669807,,-0.362551628946557,0.14,-0.469408357360788,,-0.40222584331274,0.14,-0.262349828369127,,,-0.384215893328747,0.14,-0.307775796061489
-0.445429068415405,0.14,-0.449420044966191,,-0.359742973929712,0.14,-0.2853521283673,,-0.407572977320326,0.14,-0.292588793103889,,-0.354504614982806,0.14,-0.327182312588315,,-0.361960176925876,0.14,-0.463535652200932,,-0.400006945163081,0.14,-0.247451048136199,,,-0.380983561044479,0.14,-0.292588793103889
-0.44650652654213,0.14,-0.448032703183322,,-0.35314903363217,0.14,-0.274114674119384,,-0.399863896967368,0.14,-0.276985717467511,,-0.345302909498896,0.14,-0.313241273446004,,-0.363542961087738,0.14,-0.455489285727121,,-0.397655178189858,0.14,-0.232780752357257,,,-0.380599069638798,0.14,-0.276985717467511
-0.442783009279167,0.14,-0.446872685215015,,-0.339573923215193,0.14,-0.267577768231911,,-0.391800424642812,0.14,-0.261279086070311,,-0.335417832213739,0.14,-0.299461556403054,,-0.366657791791653,0.14,-0.445661928994275,,-0.394973139903254,0.14,-0.218532848744897,,,-0.379229108217233,0.14,-0.267577768231911
-0.438577486714013,0.14,-0.445244383854075,,-0.347865454099636,0.14,-0.262712142485318,,-0.384409231315658,0.14,-0.245872399839405,,-0.325730662328169,0.14,-0.286018313064145,,-0.370970392076077,0.14,-0.434479324551385,,-0.39204980286389,0.14,-0.204544525237402,,,-0.377689811695867,0.14,-0.262712142485318
-0.43471411661388,0.14,-0.442531656016802,,-0.342386679392371,0.14,-0.252476885797017,,-0.37838066098403,0.14,-0.230708668631007,,-0.31657751106863,0.14,-0.272923484829991,,-0.376343276436203,0.14,-0.422170862596381,,-0.389128493519322,0.14,-0.190759208413311,,,-0.377361968710116,0.14,-0.252476885797017
-0.430793196296241,0.14,-0.439035623684661,,-0.338291153583057,0.14,-0.242414588197083,,-0.377202765891986,0.14,-0.218837473834412,,-0.316213318051588,0.14,-0.261094350238312,,-0.388291567967789,0.14,-0.394447581999427,,-0.386265747451049,0.14,-0.177536834048391,,,-0.381734256671518,0.14,-0.242414588197083
-0.427005086446163,0.14,-0.434672314445752,,-0.33529687025691,0.14,-0.232623764876865,,-0.375273180538515,0.14,-0.214092316566673,,-0.30899425593058,0.14,-0.259424171689298,,-0.392311728872169,0.14,-0.380054110233877,,-0.383420790953356,0.14,-0.165015019189682,,,-0.379346985745935,0.14,-0.232623764876865
-0.423449373710687,0.14,-0.429217233886944,,-0.33315909254898,0.14,-0.223258706315591,,-0.369913168674472,0.14,-0.199925836063247,,-0.30119531484979,0.14,-0.246944470027862,,-0.395188917424567,0.14,-0.365358584991885,,-0.380466968203276,0.14,-0.153259271919955,,,-0.375190068438874,0.14,-0.223258706315591
-0.420208957570462,0.14,-0.422478487490538,,-0.331948629028851,0.14,-0.21422449460562,,-0.364106144103754,0.14,-0.186669445054824,,-0.294234617139678,0.14,-0.234765182715503,,-0.396574187424523,0.14,-0.350724084641105,,-0.377312946992613,0.14,-0.142581938328158,,,-0.370709545548184,0.14,-0.21422449460562
-0.417225716273705,0.14,-0.414415928207961,,-0.331671490272741,0.14,-0.205501119901257,,-0.357744903662949,0.14,-0.17477604515119,,-0.288136656744294,0.14,-0.222965924418254,,-0.39615648732731,0.14,-0.336282522017032,,-0.373924783529769,0.14,-0.133081565791211,,,-0.365834843596359,0.14,-0.205501119901257
-0.414481897242726,0.14,-0.405087661518326,,-0.331999933842157,0.14,-0.19737047470968,,-0.352204580833124,0.14,-0.163739675964673,,-0.283093382460922,0.14,-0.211905209836478,,-0.3942163142937,0.14,-0.32207041973485,,-0.374038913690836,0.14,-0.123098610646636,,,-0.36312174726198,0.14,-0.19737047470968
-0.411902263252755,0.14,-0.394680000758198,,-0.332853988763326,0.14,-0.189993526255765,,-0.348111958981193,0.14,-0.153348057142656,,-0.279305395535286,0.14,-0.201664256280353,,-0.391506430456801,0.14,-0.308210050842904,,-0.379133873416905,0.14,-0.111513793287438,,,-0.363622916199049,0.14,-0.189993526255765
-0.409354642909095,0.14,-0.383310555071693,,-0.33438474602565,0.14,-0.183135352848166,,-0.344931029853349,0.14,-0.143683691482413,,-0.276670413947011,0.14,-0.192043966834201,,-0.385359587634338,0.14,-0.281127777199509,,-0.384459481254817,0.14,-0.100015960047023,,,-0.364695255554083,0.14,-0.183135352848166
-0.40656224135884,0.14,-0.371236055499601,,-0.336613424806917,0.14,-0.176498390525446,,-0.341953491155754,0.14,-0.134938675590936,,-0.274990184746296,0.14,-0.182925255646621,,-0.380949533576624,0.14,-0.268314587709386,,-0.39030163077069,0.14,-0.0885143389543636,,,-0.361451512366189,0.14,-0.176498390525446
-0.403281549687519,0.14,-0.358870289523129,,-0.339649164911499,0.14,-0.169939008561565,,-0.336718719338543,0.14,-0.12790212802159,,-0.274950891266468,0.14,-0.17368809037262,,-0.375753468531527,0.14,-0.255751152901878,,-0.396623620074536,0.14,-0.0770456075041663,,,-0.357701316721513,0.14,-0.169939008561565
-0.399411211084446,0.14,-0.346316025582699,,-0.343375441537712,0.14,-0.163544652982285,,-0.320309692234945,0.14,-0.125739254404935,,-0.275306403527292,0.14,-0.165285025660722,,-0.369998042194934,0.14,-0.243539341040532,,-0.404651459379631,0.14,-0.0582440594571887,,,-0.356686741866323,0.14,-0.163544652982285
-0.395041259968987,0.14,-0.333545135221372,,-0.347469725124311,0.14,-0.157379259435806,,-0.304290809151426,0.14,-0.124373955532305,,-0.276542237973435,0.14,-0.157167551896707,,-0.364487297682194,0.14,-0.231716971467882,,-0.391177097573389,0.14,-0.0606297508145214,,,-0.355978511403253,0.14,-0.157167551896707
-0.390336530337323,0.14,-0.320683900576103,,-0.352191415918256,0.14,-0.151331505594405,,-0.288562021002101,0.14,-0.123801548789435,,-0.277773513645993,0.14,-0.1500254136489,,-0.359732247293698,0.14,-0.220126912061127,,-0.378022791876347,0.14,-0.0637401555007745,,,-0.355961831605977,0.14,-0.1500254136489
-0.385278526817437,0.14,-0.307797579340264,,-0.361543630684152,0.14,-0.144220176577654,,-0.273710091310436,0.14,-0.123546306831851,,-0.283381699292095,0.14,-0.142264515724597,,-0.355370077722504,0.14,-0.208854602747477,,-0.368687394119015,0.14,-0.0649122599891438,,,-0.358456854203328,0.14,-0.142264515724597
-0.375290309618949,0.14,-0.281172768172949,,-0.370497179979637,0.14,-0.138743176528169,,-0.278819155206332,0.14,-0.117608648757653,,-0.296699313208569,0.14,-0.132933287435926,,-0.351023456397266,0.14,-0.198207990501246,,-0.369765251530991,0.14,-0.0604484269779741,,,-0.360394353964129,0.14,-0.132933287435926
-0.369833014809816,0.14,-0.267956412726141,,-0.379550413108353,0.14,-0.134116552856687,,-0.291224332560896,0.14,-0.109089260718866,,-0.304597875974176,0.14,-0.124782020085488,,-0.346691229072406,0.14,-0.188146351516179,,-0.370681547149253,0.14,-0.0563647113717109,,,-0.358262121941111,0.14,-0.124782020085488
-0.363959148772611,0.14,-0.255014116255953,,-0.38984274558888,0.14,-0.126858219586546,,-0.303833336629053,0.14,-0.100025873785446,,-0.293678257977801,0.14,-0.122023139203815,,-0.342614503609376,0.14,-0.178555229769842,,-0.37156801613563,0.14,-0.0526781211402478,,,-0.353286826190993,0.14,-0.122023139203815
