X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,,X,Y,Z
-0.358407444514312,0.14,-0.242209011393415,,-0.39639782384151,0.14,-0.121242865169899,,-0.316505490171271,0.14,-0.090305590056451,,-0.299513868619433,0.14,-0.115006923531579,,-0.33493066769158,0.14,-0.16169158952199,,-0.372668976713668,0.14,-0.0491312730136914,,,-0.346669056102946,0.14,-0.115006923531579
-0.353565260209518,0.14,-0.229293204447154,,-0.386861615549402,0.14,-0.122546514531613,,-0.328837684395525,0.14,-0.0801483550177168,,-0.305196030390995,0.14,-0.107862550391612,,-0.331520056615753,0.14,-0.154263524961531,,-0.373912463946655,0.14,-0.0456823662432219,,,-0.342542658412635,0.14,-0.107862550391612
-0.34910788430386,0.14,-0.21648226744324,,-0.392361591520635,0.14,-0.118311172348141,,-0.324342997256894,0.14,-0.0801209529183532,,-0.307834167113277,0.14,-0.105266123035944,,-0.328480931294641,0.14,-0.147429253988381,,-0.375498027163475,0.14,-0.0421427702460617,,,-0.33879440779925,0.14,-0.105266123035944
-0.344550227354365,0.14,-0.204473261199748,,-0.401791514062494,0.14,-0.11271700456119,,-0.33061586310137,0.14,-0.0751301060212457,,-0.311075972251179,0.14,-0.100681720154071,,-0.326098271199797,0.14,-0.141024560181575,,-0.37801982838266,0.14,-0.0380696230391312,,,-0.337583045227868,0.14,-0.100681720154071
-0.339780677896204,0.14,-0.193544486673705,,-0.411654900910794,0.14,-0.107052984708224,,-0.333056334927487,0.14,-0.0702451189163041,,-0.317946956046988,0.14,-0.0931228354040021,,-0.32421983237213,0.14,-0.135067125982936,,-0.381392923017755,0.14,-0.0343354588146943,,,-0.336418506411846,0.14,-0.0931228354040021
-0.334983811398407,0.14,-0.183431067257422,,-0.421998323814966,0.14,-0.101203750998472,,-0.336612864946653,0.14,-0.0648580835884876,,-0.325778600777567,0.14,-0.0853190806302102,,-0.322340813379588,0.14,-0.129744884624507,,-0.385473069526051,0.14,-0.0315227266947982,,,-0.33579833817253,0.14,-0.0853190806302102
-0.330187741982381,0.14,-0.173993865138461,,-0.432794763068482,0.14,-0.0951610961961847,,-0.341502441122269,0.14,-0.0584917836115044,,-0.334505529817131,0.14,-0.0770469603793055,,-0.320280151872601,0.14,-0.125207676393822,,-0.390791658953008,0.14,-0.0280365766319496,,,-0.3380039854697,0.14,-0.0770469603793055
-0.331518349630403,0.14,-0.154553714270694,,-0.434176787565563,0.14,-0.0949223662427747,,-0.347530260388086,0.14,-0.0514425288114846,,-0.344259694957066,0.14,-0.0681441681740352,,-0.318395219409581,0.14,-0.121166866652868,,-0.397500475522314,0.14,-0.0236945784015712,,,-0.345894977672576,0.14,-0.0681441681740352
-0.338615588659869,0.14,-0.143858389874189,,-0.443179938203637,0.14,-0.0901877760810844,,-0.354829999673737,0.14,-0.0434805548809204,,-0.354891115305663,0.14,-0.0589808207589468,,-0.316956974284537,0.14,-0.117195177100664,,-0.405390512241851,0.14,-0.0186137960581428,,,-0.3548605574897,0.14,-0.0589808207589468
-0.34745729839678,0.14,-0.132669992229834,,-0.453980935641271,0.14,-0.0845776783586082,,-0.363188213726313,0.14,-0.0346082561130731,,-0.36591144572501,0.14,-0.0526673915158318,,-0.315854349820294,0.14,-0.113212042841713,,-0.414291404195869,0.14,-0.0128193938043868,,,-0.364549829725661,0.14,-0.0526673915158318
-0.356439336348877,0.14,-0.121350548515972,,-0.465783389155405,0.14,-0.0709002825244984,,-0.372259458268528,0.14,-0.0249638584046548,,-0.377347175713457,0.14,-0.0470553285124811,,-0.315191029694581,0.14,-0.109273242038383,,-0.424221082485734,0.14,-0.0060864561227052,,,-0.374803316990992,0.14,-0.0470553285124811
-0.363091032029459,0.14,-0.111048748546295,,-0.476671527520983,0.14,-0.0640357557753755,,-0.382126933411439,0.14,-0.0144275595924379,,-0.389380245457844,0.14,-0.0414115176831246,,-0.320190690993414,0.14,-0.103192199462306,,-0.435014170468427,0.14,0.0015425643993302,,,-0.385753589434641,0.14,-0.0414115176831246
-0.356170212739366,0.14,-0.106851012240307,,-0.487014876595767,0.14,-0.0611330597915732,,-0.392554648753716,0.14,-0.00303879802565624,,-0.40241731424565,0.14,-0.0294722411437025,,-0.328995454200806,0.14,-0.0954822182852589,,-0.446262333154434,0.14,0.0096891233212431,,,-0.397485981499683,0.14,-0.0294722411437025
-0.350218145942659,0.14,-0.103079414121802,,-0.497402842461878,0.14,-0.0582536601482405,,-0.402777507549342,0.14,0.00871889419047855,,-0.415186890333918,0.14,-0.0151078430006312,,-0.328262531775976,0.14,-0.0893271391688125,,-0.457875111710997,0.14,0.0233852149154107,,,-0.40898219894163,0.14,-0.0151078430006312
-0.346496528668925,0.14,-0.0940740190951009,,-0.507819044046443,0.14,-0.0552439840842819,,-0.41272695406992,0.14,0.0209220346368657,,-0.427446022620649,0.14,-0.000694540262636607,,-0.330017013668751,0.14,-0.0852092452817744,,-0.469485619300948,0.14,0.0401136136434771,,,-0.420086488345284,0.14,-0.000694540262636607
-0.340757556538902,0.14,-0.0955432379116118,,-0.518386371367413,0.14,-0.0520646811057212,,-0.422581690760396,0.14,0.0340043294982319,,-0.439222591825139,0.14,0.0136385870136148,,-0.332862686563818,0.14,-0.0806303183101654,,-0.480616074861698,0.14,0.0564232246996108,,,-0.430902141292767,0.14,0
-0.335922283082996,0.14,-0.0969195985737404,,-0.52895535107097,0.14,-0.0487698967819468,,-0.431694469777721,0.14,0.0466336422193453,,-0.450076474238821,0.14,0.0273945814327788,,-0.340513165335538,0.14,-0.0728060940288305,,-0.491448083326666,0.14,0.072775478470915,,,-0.440885472008271,0.14,0
-0.332273587521885,0.14,-0.0979964597556124,,-0.539121021845349,0.14,-0.0453127259901403,,-0.440023525499387,0.14,0.0582371931587365,,-0.460209744554959,0.14,0.0380601910576344,,-0.349954167036464,0.14,-0.0619794069471847,,-0.501986586671749,0.14,0.0890064098784763,,,-0.450116635027173,0.14,0
-0.329948787278163,0.14,-0.0987266074954478,,-0.54875161558003,0.14,-0.0415942011342678,,-0.447762047222304,0.14,0.069140940036456,,-0.469834521458861,0.14,0.0466137629189617,,-0.36047154051281,0.14,-0.0500931718330126,,-0.511867958288999,0.14,0.104733223870312,,,-0.458798284340582,0.14,0
-0.328871159977326,0.14,-0.099129274375611,,-0.557986259606934,0.14,-0.0376560863148596,,-0.454742075906647,0.14,0.0791085268765985,,-0.478762664886964,0.14,0.0540457991621474,,-0.371936881524458,0.14,-0.0369844204550137,,-0.521036773822507,0.14,0.120318033318776,,,-0.466752370396805,0.14,0
-0.329172258375907,0.14,-0.098877652108972,,-0.566853391068095,0.14,-0.0336570998505912,,-0.461033798952766,0.14,0.0879376475941911,,-0.486944004427257,0.14,0.0602678271175924,,-0.384339876018263,0.14,-0.0224381136028553,,-0.529526396695972,0.14,0.136001897116248,,,-0.473988901690011,0.14,0
-0.330659545577392,0.14,-0.0984674910066808,,-0.570365006169484,0.14,-0.0343277653928669,,-0.466744116137509,0.14,0.0956916984722876,,-0.494576961953292,0.14,0.0653720251142003,,-0.397402434206808,0.14,-0.00645721762466372,,-0.53724031598201,0.14,0.150961325763469,,,-0.4806605390454,0.14,0
-0.333958466338334,0.14,-0.0965607404239487,,-0.574829803271947,0.14,-0.0331077996887858,,-0.471744049317086,0.14,0.102433378801898,,-0.501922976555731,0.14,0.0696660094486652,,-0.410605295652471,0.14,0.0107318939947049,,-0.54426344637548,0.14,0.164425590002641,,,-0.486833512936409,0.14,0.0107318939947049
-0.337707307615586,0.14,-0.0949492153698009,,-0.583103966883817,0.14,-0.028790475592416,,-0.475799541231107,0.14,0.108753911361804,,-0.509071721977913,0.14,0.0730200050751395,,-0.423915480310661,0.14,0.0292219657034482,,-0.551521700052771,0.14,0.17446999448176,,,-0.49243563160451,0.14,0.0292219657034482
-0.342597806036105,0.14,-0.0929102113453854,,-0.590738718565905,0.14,-0.0246919715846888,,-0.478906232023202,0.14,0.115318128634782,,-0.516030202177431,0.14,0.0756377883103979,,-0.437085623351897,0.14,0.0489142674302467,,-0.558740610047481,0.14,0.18328649412495,,,-0.497468217100316,0.14,0.0489142674302467
-0.348464169994366,0.14,-0.0904802808218125,,-0.597638051936114,0.14,-0.0209562076088904,,-0.480856581260115,0.14,0.116633690127116,,-0.519965984673558,0.14,0.0773348493746293,,-0.449414916600104,0.14,0.0691607355254018,,-0.565947629089483,0.14,0.191302657952363,,,-0.500411282966837,0.14,0.0691607355254018
-0.35560042073856,0.14,-0.0875424444447832,,-0.603942523670888,0.14,-0.0174250507216089,,-0.482510498119513,0.14,0.117728886045765,,-0.522818515697409,0.14,0.0776893232588531,,-0.471235023992616,0.14,0.10989113711571,,-0.573022002436327,0.14,0.198614360175705,,,-0.502664506908461,0.14,0.0776893232588531
-0.364545150851665,0.14,-0.0837897845878186,,-0.609701745254663,0.14,-0.0138765295337473,,-0.485350461474554,0.14,0.120627132935025,,-0.529491759374799,0.14,0.0803917944425458,,-0.480775471530472,0.14,0.13088712364283,,-0.579678031753058,0.14,0.20576486482386,,,-0.507421110424677,0.14,0.0803917944425458
-0.373523733652691,0.14,-0.0800974196279587,,-0.614938990249277,0.14,-0.0104057587512689,,-0.487585353739988,0.14,0.123648609567319,,-0.535975667665297,0.14,0.0825159129943971,,-0.489811989197183,0.14,0.150491248716042,,-0.585849591510176,0.14,0.212878238703571,,,-0.51289382843124,0.14,0.0825159129943971
-0.382565984904713,0.14,-0.0764617787029283,,-0.619643958513786,0.14,-0.00744682634667893,,-0.489557986501496,0.14,0.126104423153442,,-0.542495918754894,0.14,0.0845627056940669,,-0.498255718411759,0.14,0.16922010129329,,-0.591582869315459,0.14,0.219618945978501,,,-0.520375818583327,0.14,0.0845627056940669
-0.391499839217895,0.14,-0.0728682796678049,,-0.623805886806938,0.14,-0.00518626724244936,,-0.491095052039924,0.14,0.126869794102125,,-0.54921696441687,0.14,0.0866028571438013,,-0.505729657763616,0.14,0.187103884667249,,-0.596754059288254,0.14,0.225938701777342,,,-0.527473311090243,0.14,0.0866028571438013
-0.400396687128544,0.14,-0.0692401894086485,,-0.627388846424107,0.14,-0.00363733163377815,,-0.492235334836049,0.14,0.127032209107774,,-0.555919794067499,0.14,0.0885629355915623,,-0.510314604085017,0.14,0.198854902173878,,-0.605366036703042,0.14,0.23791248802223,,,-0.533117199076258,0.14,0.0885629355915623
-0.41855731513067,0.14,-0.0603627521954654,,-0.630442057644924,0.14,-0.00282736313596485,,-0.493282694313209,0.14,0.127167160773998,,-0.56227058831488,0.14,0.0907603738122249,,-0.51390776193545,0.14,0.207754922967918,,-0.608956553005513,0.14,0.242773834251219,,,-0.538089175125165,0.14,0.0907603738122249
-0.426578017087369,0.14,-0.05698600213395,,-0.633093645115148,0.14,-0.00272195725062631,,-0.494373676842904,0.14,0.127495799934557,,-0.568229458835822,0.14,0.0935688472161009,,-0.517167424319606,0.14,0.215167172790319,,-0.612235783866735,0.14,0.246380478624947,,,-0.542698441577714,0.14,0.0935688472161009
-0.43424116425799,0.14,-0.0536421804078695,,-0.635403426199272,0.14,-0.00311819060018391,,-0.495379255026096,0.14,0.127868337908558,,-0.573832928298407,0.14,0.0966288351873459,,-0.520105072285726,0.14,0.221158256959489,,-0.615164357735358,0.14,0.249025880656315,,,-0.546969000292067,0.14,0.0966288351873459
-0.441577531236563,0.14,-0.0503915028406623,,-0.637321725621971,0.14,-0.0037493018936634,,-0.496205635016209,0.14,0.128339881068688,,-0.578928504740667,0.14,0.0992726166890663,,-0.522750139262754,0.14,0.225823834911202,,-0.617530917280295,0.14,0.251135864614973,,,-0.550839322001711,0.14,0.0992726166890663
-0.44868757701223,0.14,-0.0473255055485059,,-0.638823912108661,0.14,-0.00449014140153654,,-0.496793632237432,0.14,0.129035687446022,,-0.58357217808839,0.14,0.101006211720436,,-0.525189538936635,0.14,0.229147618525496,,-0.619087427655794,0.14,0.253449960450551,,,-0.554380858512512,0.14,0.101006211720436
-0.455417822239855,0.14,-0.0446734043117913,,-0.639867593093347,0.14,-0.00550350048635347,,-0.497203350018521,0.14,0.129879656580029,,-0.587760058963663,0.14,0.102374518539925,,-0.527511138660862,0.14,0.231016316927025,,-0.620014192609841,0.14,0.255727981117196,,,-0.557635598812263,0.14,0.102374518539925
-0.461513525435427,0.14,-0.0425073286967487,,-0.640532963874779,0.14,-0.00678232314244244,,-0.49751620953201,0.14,0.130612143456062,,-0.591310465890551,0.14,0.104375870174702,,-0.529787862094576,0.14,0.231272012992216,,-0.620739864906896,0.14,0.256848370854304,,,-0.560549163992564,0.14,0.104375870174702
-0.467502817819444,0.14,-0.0395738229062202,,-0.639804393549123,0.14,-0.00964448926862446,,-0.497739160898327,0.14,0.131196211785142,,-0.593813167206433,0.14,0.105960928543278,,-0.531940468015721,0.14,0.23025579974043,,-0.621345978014088,0.14,0.256598236108041,,,-0.562876817611077,0.14,0.105960928543278
-0.47267095420447,0.14,-0.037583581019855,,-0.640066418336389,0.14,-0.0110437868231494,,-0.497846424673987,0.14,0.131953281568222,,-0.594433888950985,0.14,0.107680077021189,,-0.533842674175394,0.14,0.228470875520617,,-0.622019313709613,0.14,0.254821856353957,,,-0.564138281563189,0.14,0.107680077021189
-0.477117380385945,0.14,-0.0363036838420663,,-0.639481667342561,0.14,-0.0149960658978558,,-0.49760955962762,0.14,0.132167963458456,,-0.595736843091383,0.14,0.108398995119617,,-0.536011914871104,0.14,0.223255614590729,,-0.622679482273324,0.14,0.252488569770611,,,-0.565874378981243,0.14,0.108398995119617
-0.481134968449385,0.14,-0.0351941860920477,,-0.639662053953821,0.14,-0.0162836808099665,,-0.497696958982495,0.14,0.132221555253668,,-0.597606891421706,0.14,0.111819468539773,,-0.537217817382286,0.14,0.22027160136254,,-0.62330172463498,0.14,0.249965622781209,,,-0.567412354401996,0.14,0.111819468539773
-0.484806075510366,0.14,-0.0340095988498247,,-0.639693798936345,0.14,-0.0174358121440936,,-0.49802626936518,0.14,0.131420549150241,,-0.599101296789223,0.14,0.113236986273565,,-0.538188270304842,0.14,0.2168602298078,,-0.62383263250576,0.14,0.247187645066574,,,-0.568644783547032,0.14,0.113236986273565
-0.488200043316674,0.14,-0.0325985088047691,,-0.639633414594438,0.14,-0.0179140123383812,,-0.498043658978782,0.14,0.130771904107657,,-0.600206663893556,0.14,0.113493721863265,,-0.538930479173536,0.14,0.213146845463124,,-0.624264677938119,0.14,0.244222951450144,,,-0.569568571533546,0.14,0.113493721863265
-0.494903760630721,0.14,-0.0293167587914723,,-0.639352195493232,0.14,-0.0169250200375749,,-0.49770711482027,0.14,0.12947424052688,,-0.601064411500217,0.14,0.113602748504009,,-0.539381093198313,0.14,0.209315683226259,,-0.6245529029213,0.14,0.241423547674726,,,-0.570222752349265,0.14,0.113602748504009
-0.501641296044316,0.14,-0.0259626689643472,,-0.638196524487599,0.14,-0.0175550419432544,,-0.497014492865825,0.14,0.128834099188861,,-0.601697886758354,0.14,0.114094311144343,,-0.539547073954004,0.14,0.205471933638082,,-0.624698958026606,0.14,0.239096125477182,,,-0.570622480356179,0.14,0.114094311144343
-0.505668206963463,0.14,-0.0238743706092807,,-0.63713198863203,0.14,-0.0184643189950426,,-0.496014152754293,0.14,0.127022321480478,,-0.602179489675955,0.14,0.114789704244141,,-0.539353425172932,0.14,0.201356518235651,,-0.624729015292759,0.14,0.237138450156923,,,-0.570766457424443,0.14,0.114789704244141
-0.507658338676463,0.14,-0.0231313628732089,,-0.636087716924093,0.14,-0.0180515683242389,,-0.495064044595678,0.14,0.124942749136252,,-0.602708728586457,0.14,0.11555256089226,,-0.538894791505773,0.14,0.197119648540182,,-0.624599345718993,0.14,0.235290528459717,,,-0.570801760046115,0.14,0.11555256089226
-0.509041338606331,0.14,-0.0219401168274419,,-0.635201432473032,0.14,-0.0173312008573758,,-0.494185080538913,0.14,0.122924126305308,,-0.603343229666013,0.14,0.116203670399662,,-0.538449895725492,0.14,0.193525087576915,,-0.624342328245495,0.14,0.233757745682179,,,-0.570896562695752,0.14,0.116203670399662
-0.510239067476301,0.14,-0.0207679367984938,,-0.634452153117955,0.14,-0.0174630355251304,,-0.493337358519124,0.14,0.120977681543592,,-0.604108159374767,0.14,0.116378104822436,,-0.538135980666632,0.14,0.190934258821538,,-0.624091726231613,0.14,0.233000644810758,,,-0.571122070020699,0.14,0.116378104822436
-0.51121909391251,0.14,-0.0197454486737078,,-0.633759972776907,0.14,-0.0207068050524064,,-0.492658520557063,0.14,0.119342595059682,,-0.605018904036651,0.14,0.1151359166453,,-0.538819413061384,0.14,0.18849373892731,,-0.623946991060391,0.14,0.233366839146544,,,-0.571919158549017,0.14,0.1151359166453
-0.51202844038698,0.14,-0.0188118161958233,,-0.633270565846961,0.14,-0.0234665208442295,,-0.492239485003368,0.14,0.118228859490622,,-0.606265670961503,0.14,0.114736544444,,-0.539873108884148,0.14,0.187015029990197,,-0.623800431880302,0.14,0.234620074799043,,,-0.573069389922826,0.14,0.114736544444
-0.512725875685394,0.14,-0.0179467386516408,,-0.633114933927727,0.14,-0.0240630964420686,,-0.491997524917392,0.14,0.117805601100631,,-0.608253554369544,0.14,0.115944099243598,,-0.540648086492367,0.14,0.185484381554746,,-0.623544326372585,0.14,0.23606434044525,,,-0.574450820430956,0.14,0.115944099243598
-0.513282784972081,0.14,-0.0171945074515226,,-0.633186558798515,0.14,-0.0234307425185414,,-0.491708681571575,0.14,0.117422510277632,,-0.610051711555291,0.14,0.117094445785753,,-0.541017401430237,0.14,0.18390626250947,,-0.623204291873975,0.14,0.237133463805388,,,-0.575534556492764,0.14,0.117094445785753
-0.513626521602228,0.14,-0.01663317726691,,-0.633401590284622,0.14,-0.0219415541559324,,-0.49132339003524,0.14,0.117020227221598,,-0.611478179715636,0.14,0.117630528727731,,-0.541225412083319,0.14,0.179586454014828,,-0.622894681287219,0.14,0.237917072671477,,,-0.576351795899478,0.14,0.117020227221598
-0.513742911883287,0.14,-0.0163582465339868,,-0.633074796748538,0.14,-0.0216655163535856,,-0.490911879048699,0.14,0.116683650328119,,-0.612597796133502,0.14,0.117954957767672,,-0.541201170897069,0.14,0.179502466316525,,-0.62262986801961,0.14,0.238839151691555,,,-0.576899483515285,0.14,0.116683650328119
-0.513369077139104,0.14,-0.0170163167944864,,-0.632992414019484,0.14,-0.0210275998705416,,-0.490498346169485,0.14,0.116335701979983,,-0.613456602824815,0.14,0.118136836937554,,-0.541181542179499,0.14,0.179697732915923,,-0.622377921225284,0.14,0.240098677286097,,,-0.577319072502157,0.14,0.116335701979983
-0.513275375108886,0.14,-0.0167871572987,,-0.633018886154872,0.14,-0.0201832310961113,,-0.49008645915326,0.14,0.115947097081397,,-0.614128305568834,0.14,0.118360244694412,,-0.541202255007603,0.14,0.179914502063705,,-0.622093331150704,0.14,0.241518678391027,,,-0.577665280288219,0.14,0.115947097081397
-0.513096726570339,0.14,-0.0166890053148401,,-0.633404016505699,0.14,-0.0188427027259699,,-0.489672545974802,0.14,0.11555334515658,,-0.614629662058927,0.14,0.118637249314372,,-0.541246492981183,0.14,0.179927930507248,,-0.621799321798374,0.14,0.243030583057154,,,-0.577938077520055,0.14,0.11555334515658
-0.513276687404015,0.14,-0.0162394729130525,,-0.633599111919938,0.14,-0.0177470356038384,,-0.48927083402257,0.14,0.11518066441479,,-0.615275101865806,0.14,0.120173329973013,,-0.541320163508914,0.14,0.179810934120119,,-0.621722413733518,0.14,0.244179547645101,,,-0.57829763268736,0.14,0.11518066441479
-0.513578267376281,0.14,-0.0153817348063912,,-0.633573309438471,0.14,-0.0169608668620356,,-0.488877987324938,0.14,0.11477935059835,,-0.61532210428823,0.14,0.121072240888258,,-0.54134872953248,0.14,0.179713142210759,,-0.621701571443951,0.14,0.245282307183583,,,-0.578335416910355,0.14,0.11477935059835
-0.514091928000224,0.14,-0.0143177983072705,,-0.63336007788341,0.14,-0.0164211762383923,,-0.488493486308492,0.14,0.114356841255941,,-0.615560778233353,0.14,0.122884880606737,,-0.541226672142538,0.14,0.179632161170108,,-0.621448026708746,0.14,0.246758714216148,,,-0.578393725187946,0.14,0.114356841255941
-0.514221465570583,0.14,-0.0136416120126774,,-0.63280855040597,0.14,-0.0155340115594175,,-0.488137719838959,0.14,0.114035053756238,,-0.616792472137659,0.14,0.127091267099039,,-0.540898419620355,0.14,0.180137396620113,,-0.621115895339293,0.14,0.249370638652806,,,-0.578845445879007,0.14,0.114035053756238
-0.514562921534634,0.14,-0.0123307995500506,,-0.632619875926156,0.14,-0.0150591166527951,,-0.487804439730356,0.14,0.113860970071323,,-0.617624841790761,0.14,0.130929828109201,,-0.540847681103709,0.14,0.180700097317268,,-0.620823012444739,0.14,0.250421726244638,,,-0.579236261447235,0.14,0.113860970071323
-0.514715059056921,0.14,-0.0119251422258685,,-0.632692209186106,0.14,-0.0141915966801405,,-0.487409110325827,0.14,0.114192517542953,,-0.617367378089091,0.14,0.136836070760221,,-0.540610064047475,0.14,0.181714037846779,,-0.620548464019017,0.14,0.251591628330899,,,-0.578988721068283,0.14,0.114192517542953
-0.514920918208674,0.14,-0.0108343127133563,,-0.632848391220363,0.14,-0.0132220370873436,,-0.487183181157902,0.14,0.114341330117936,,-0.61713637353132,0.14,0.140214759832989,,-0.540527214654089,0.14,0.182347209261938,,-0.620327115263151,0.14,0.252716108112923,,,-0.578831794092705,0.14,0.114341330117936
-0.515211943766376,0.14,-0.0096757058623255,,-0.632952268482479,0.14,-0.0122901361823938,,-0.487053680095272,0.14,0.114700185431676,,-0.616822574063825,0.14,0.143230045147558,,-0.540030620830673,0.14,0.184521708199837,,-0.620115985925291,0.14,0.254178034330751,,,-0.578426597447249,0.14,0.114700185431676
-0.515549489061079,0.14,-0.00847452109927452,,-0.632972963923129,0.14,-0.0114584680639496,,-0.487012029816242,0.14,0.115215651446411,,-0.616554439533791,0.14,0.145883004906705,,-0.53975920484554,0.14,0.186130962043043,,-0.619899371107115,0.14,0.255576729862337,,,-0.578156822189666,0.14,0.115215651446411
-0.51659301097806,0.14,-0.00517141769914338,,-0.632870168888312,0.14,-0.00911354083552085,,-0.487048675016557,0.14,0.115831008486773,,-0.616153900955458,0.14,0.14788506197684,,-0.539714943114717,0.14,0.18715333010502,,-0.619666756617352,0.14,0.256969699355806,,,-0.577934422035087,0.14,0.115831008486773
-0.516923384765423,0.14,-0.00419525566556231,,-0.632759322210495,0.14,-0.00849245606555821,,-0.487091125533784,0.14,0.11696618943215,,-0.615748240551014,0.14,0.149707951368223,,-0.539382001504292,0.14,0.189015189847326,,-0.619444309483734,0.14,0.258267234539235,,,-0.577565121027653,0.14,0.11696618943215
-0.517279293606655,0.14,-0.00321842487226813,,-0.632560721412401,0.14,-0.00722790679147273,,-0.487271591400064,0.14,0.117900815040995,,-0.61533758063985,0.14,0.151221502695296,,-0.539236930038456,0.14,0.1902944812647,,-0.61924500200151,0.14,0.259492431136583,,,-0.577287255339153,0.14,0.117900815040995
-0.517678770922036,0.14,-0.00221310515607373,,-0.63233642536851,0.14,-0.00672992266135963,,-0.487426445251513,0.14,0.118812069107012,,-0.614895960709547,0.14,0.152401250276767,,-0.539092581193434,0.14,0.191359784919677,,-0.619057934091664,0.14,0.260657293270964,,,-0.57699427095149,0.14,0.118812069107012
-0.518068715614738,0.14,-0.00124818733398202,,-0.632063931678253,0.14,-0.00485299917536966,,-0.487550555367061,0.14,0.120087070644415,,-0.614452939983294,0.14,0.153602138554357,,-0.538952813309803,0.14,0.192345767759316,,-0.619112479247841,0.14,0.26300539081588,,,-0.576702876646549,0.14,0.120087070644415
-0.518489024446092,0.14,-0.000257480700211643,,-0.631848875299382,0.14,-0.00454274661648071,,-0.48775178840036,0.14,0.120820415851914,,-0.614093331105023,0.14,0.153042642948658,,-0.53880931049089,0.14,0.193296202529867,,-0.619112479247841,0.14,0.26300539081588,,,-0.576451320797957,0.14,0.120820415851914
